time_min,T_air_room1_degC,T_prod_room1_degC,T_setpoint_room1_degC,door_open_room1,cooling_allocated_room1_W,T_air_room2_degC,T_prod_room2_degC,T_setpoint_room2_degC,door_open_room2,cooling_allocated_room2_W,T_air_room3_degC,T_prod_room3_degC,T_setpoint_room3_degC,door_open_room3,cooling_allocated_room3_W,T_air_room4_degC,T_prod_room4_degC,T_setpoint_room4_degC,door_open_room4,cooling_allocated_room4_W,T_air_room5_degC,T_prod_room5_degC,T_setpoint_room5_degC,door_open_room5,cooling_allocated_room5_W,P1_primary_W,P2_secondary_W,P3_freezer_W,P_total_fridge_W,P_total_W
5677,2.1912,2.3244,2.2006,0,0.0,2.0733,2.1657,2.1223,0,0.0,1.1608,1.0486,0.9755,0,463.29,3.2733,3.4041,3.2692,0,10.34,-20.3425,-20.5153,-20.4853,0,0.0,473.63,0.0,0.0,473.63,473.63
5678,2.1828,2.3192,2.2006,0,0.0,1.9502,2.1711,2.1223,0,0.0,1.181,1.0511,0.9755,0,513.73,3.3555,3.4049,3.2692,0,215.85,-20.3003,-20.5026,-20.4853,0,0.0,729.58,0.0,0.0,729.58,729.58
5679,2.2148,2.3161,2.2006,0,35.32,2.0215,2.1685,2.1223,0,0.0,1.2097,1.0502,0.9755,0,585.43,3.3898,3.4072,3.2692,0,301.5,-20.2046,-20.5016,-20.4853,0,0.0,922.25,0.0,0.0,922.25,922.25
5680,2.1739,2.3175,2.2006,0,0.0,2.0866,2.1641,2.1223,0,0.0,1.1359,1.0628,0.9755,0,400.97,3.3707,3.3997,3.2692,0,253.65,-20.1009,-20.488,-20.4853,0,0.0,654.61,0.0,0.0,654.61,654.61
5681,2.1961,2.3173,2.2006,0,0.0,2.1369,2.1609,2.1223,0,36.47,1.1817,1.062,0.9755,0,515.58,3.3743,3.3974,3.2692,0,262.7,-20.1036,-20.4744,-20.4853,0,0.0,814.75,0.0,0.0,814.75,814.75
5682,2.1999,2.3121,2.2006,0,0.0,2.1587,2.1617,2.1223,0,91.05,1.0936,1.0602,0.9755,0,295.18,3.2775,3.401,3.2692,0,20.89,-19.9546,-20.4625,-20.4853,0,2000.0,407.12,0.0,2000.0,407.12,2407.12
5683,2.3072,2.3032,2.2006,0,266.3,2.1475,2.1561,2.1223,0,62.83,1.0234,1.0587,0.9755,0,119.66,3.1944,3.4022,3.2692,0,0.0,-20.2052,-20.4396,-20.4853,0,2000.0,448.8,0.0,2000.0,448.8,2448.8
5684,2.2701,2.306,2.2006,0,173.65,2.1307,2.1584,2.1223,0,21.07,0.948,1.0605,0.9755,0,0.0,3.1737,3.3965,3.2692,0,0.0,-20.5053,-20.4326,-20.4853,0,2000.0,194.72,0.0,2000.0,194.72,2194.72
5685,2.2626,2.3069,2.2006,0,154.9,2.202,2.164,2.1223,0,199.13,0.9754,1.0634,0.9755,0,0.0,3.1479,3.3884,3.2692,0,0.0,-20.7366,-20.4446,-20.4853,0,2000.0,354.03,0.0,2000.0,354.03,2354.03
5686,2.2477,2.3114,2.2006,0,117.55,2.2408,2.1645,2.1223,0,296.07,1.0511,1.0527,0.9755,0,188.91,3.2027,3.3784,3.2692,0,0.0,-20.9447,-20.457,-20.4853,0,2000.0,602.53,0.0,2000.0,602.53,2602.53
5687,2.2797,2.3036,2.2006,0,197.7,2.2633,2.1694,2.1223,0,352.34,1.0314,1.0556,0.9755,0,139.76,3.2033,3.3746,3.2692,0,0.0,-21.1513,-20.4865,-20.4853,0,0.0,689.8,0.0,0.0,689.8,689.8
5688,2.3475,2.3143,2.2006,0,367.09,2.1868,2.1755,2.1223,0,161.18,1.0777,1.0543,0.9755,0,255.58,3.1639,3.3808,3.2692,1,0.0,-20.9588,-20.5141,-20.4853,0,0.0,783.84,0.0,0.0,783.84,783.84
5689,2.3551,2.3132,2.2006,0,386.1,2.256,2.1579,2.1223,0,334.27,1.0174,1.0632,0.9755,0,104.82,3.4107,3.3707,3.2692,0,353.72,-20.7674,-20.5298,-20.4853,0,0.0,1178.92,0.0,0.0,1178.92,1178.92
5690,2.2909,2.3139,2.2006,0,225.62,2.2563,2.1652,2.1223,0,334.9,1.0847,1.0613,0.9755,0,272.92,3.3087,3.3661,3.2692,0,98.76,-20.5998,-20.5417,-20.4853,0,0.0,932.2,0.0,0.0,932.2,932.2
5691,2.3238,2.3129,2.2006,0,307.81,2.2149,2.1846,2.1223,0,231.51,1.0168,1.0678,0.9755,0,103.29,3.263,3.3679,3.2692,0,0.0,-20.546,-20.5422,-20.4853,0,0.0,642.61,0.0,0.0,642.61,642.61
5692,2.4184,2.3096,2.2006,0,544.43,2.2563,2.1897,2.1223,0,334.94,0.9764,1.0629,0.9755,0,2.13,3.2804,3.3723,3.2692,0,27.95,-20.4838,-20.542,-20.4853,0,0.0,909.45,0.0,0.0,909.45,909.45
5693,2.3015,2.3174,2.2006,0,252.12,2.226,2.1916,2.1223,0,259.08,0.9106,1.0605,0.9755,0,0.0,3.2941,3.3743,3.2692,0,62.25,-20.367,-20.5349,-20.4853,0,0.0,573.46,0.0,0.0,573.46,573.46
5694,2.2274,2.323,2.2006,0,66.97,2.3908,2.1875,2.1223,0,671.22,1.0547,1.0573,0.9755,0,197.94,3.3746,3.3667,3.2692,0,263.44,-20.2127,-20.531,-20.4853,0,0.0,1199.57,0.0,0.0,1199.57,1199.57
5695,2.3118,2.3217,2.2006,0,277.98,2.3873,2.1826,2.1223,0,662.36,1.1159,1.0688,0.9755,0,350.92,3.3711,3.3663,3.2692,0,254.86,-20.1759,-20.5105,-20.4853,0,0.0,1546.12,0.0,0.0,1546.12,1546.12
5696,2.2654,2.3177,2.2006,0,161.95,2.2388,2.1853,2.1223,0,291.28,1.1565,1.0712,0.9755,0,452.4,3.3661,3.3672,3.2692,0,242.2,-20.1104,-20.4974,-20.4853,0,0.0,1147.83,0.0,0.0,1147.83,1147.83
5697,2.2803,2.3088,2.2006,0,199.02,2.1448,2.1856,2.1223,0,56.2,1.1804,1.0732,0.9755,0,512.14,3.365,3.3749,3.2692,0,239.56,-20.092,-20.483,-20.4853,0,0.0,1006.92,0.0,0.0,1006.92,1006.92
5698,2.2389,2.3041,2.2006,0,95.59,2.1321,2.1818,2.1223,0,24.56,1.1633,1.0794,0.9755,0,469.41,3.3757,3.3768,3.2692,0,266.34,-20.011,-20.4663,-20.4853,0,0.0,855.91,0.0,0.0,855.91,855.91
5699,2.1491,2.3089,2.2006,0,0.0,2.1423,2.184,2.1223,0,49.97,1.247,1.0722,0.9755,1,678.84,3.3918,3.3791,3.2692,0,306.58,-20.063,-20.4487,-20.4853,0,0.0,1035.38,0.0,0.0,1035.38,1035.38
5700,2.1903,2.3063,2.2006,0,0.0,2.1563,2.1889,2.1223,0,84.94,1.3395,1.0764,0.9755,0,910.05,3.3729,3.3785,3.2692,0,259.32,-19.9773,-20.4369,-20.4853,0,2000.0,1254.31,0.0,2000.0,1254.31,3254.31
5701,2.2775,2.2998,2.2006,0,192.17,2.0861,2.1859,2.1223,0,0.0,1.2046,1.074,0.9755,0,572.84,3.328,3.3767,3.2692,0,146.95,-20.2754,-20.4221,-20.4853,0,2000.0,911.96,0.0,2000.0,911.96,2911.96
5702,2.2683,2.292,2.2006,0,169.04,2.0931,2.1856,2.1223,0,0.0,1.2469,1.0805,0.9755,0,678.35,3.3462,3.3743,3.2692,0,192.6,-20.5327,-20.4305,-20.4853,0,2000.0,1039.99,0.0,2000.0,1039.99,3039.99
5703,2.3087,2.2897,2.2006,0,270.08,2.1069,2.1866,2.1223,0,0.0,1.1425,1.0951,0.9755,0,417.46,3.3439,3.3751,3.2692,0,186.85,-20.9431,-20.4326,-20.4853,0,2000.0,874.38,0.0,2000.0,874.38,2874.38
5704,2.25,2.2959,2.2006,0,123.43,2.0995,2.1883,2.1223,0,0.0,1.1466,1.0953,0.9755,0,427.82,3.3882,3.371,3.2692,0,297.61,-21.1559,-20.4538,-20.4853,0,0.0,848.86,0.0,0.0,848.86,848.86
5705,2.2423,2.2882,2.2006,0,104.03,2.1362,2.1725,2.1223,0,34.66,1.1236,1.0906,0.9755,0,370.25,3.4186,3.3608,3.2692,0,373.39,-20.9991,-20.4786,-20.4853,0,0.0,882.33,0.0,0.0,882.33,882.33
5706,2.185,2.2958,2.2006,0,0.0,2.2051,2.168,2.1223,0,207.04,1.059,1.0906,0.9755,0,208.83,3.4747,3.3616,3.2692,0,513.74,-20.8383,-20.4912,-20.4853,0,0.0,929.61,0.0,0.0,929.61,929.61
5707,2.2557,2.3008,2.2006,0,137.55,2.0968,2.1667,2.1223,0,0.0,1.0938,1.0954,0.9755,0,295.81,3.4889,3.3688,3.2692,0,549.2,-20.6644,-20.5016,-20.4853,0,0.0,982.56,0.0,0.0,982.56,982.56
5708,2.2942,2.2979,2.2006,0,233.89,2.1897,2.1678,2.1223,0,168.37,1.0809,1.1042,0.9755,0,263.38,3.3681,3.3594,3.2692,0,247.35,-20.695,-20.509,-20.4853,0,0.0,912.99,0.0,0.0,912.99,912.99
5709,2.3105,2.2959,2.2006,0,274.68,2.1889,2.1704,2.1223,0,166.47,1.061,1.1084,0.9755,0,213.62,3.3292,3.3502,3.2692,0,149.95,-20.5322,-20.5177,-20.4853,0,0.0,804.72,0.0,0.0,804.72,804.72
5710,2.3102,2.297,2.2006,0,273.81,2.2248,2.162,2.1223,0,256.28,1.0727,1.1099,0.9755,0,242.92,3.4251,3.3465,3.2692,0,389.84,-20.3539,-20.5254,-20.4853,0,0.0,1162.85,0.0,0.0,1162.85,1162.85
5711,2.3895,2.2935,2.2006,0,472.18,2.2882,2.1619,2.1223,0,414.82,1.1875,1.1111,0.9755,0,529.88,3.4494,3.3412,3.2692,0,450.58,-20.2392,-20.5059,-20.4853,0,0.0,1867.46,0.0,0.0,1867.46,1867.46
5712,2.3354,2.3019,2.2006,0,336.81,2.2943,2.1732,2.1223,0,429.99,1.1936,1.1099,0.9755,0,545.13,3.4138,3.3346,3.2692,0,361.62,-20.1247,-20.4845,-20.4853,0,0.0,1673.55,0.0,0.0,1673.55,1673.55
5713,2.3236,2.3023,2.2006,0,307.52,2.2484,2.1797,2.1223,0,315.24,1.1464,1.1132,0.9755,0,427.18,3.4393,3.3369,3.2692,0,425.25,-20.1085,-20.4717,-20.4853,0,0.0,1475.2,0.0,0.0,1475.2,1475.2
5714,2.4872,2.296,2.2006,0,716.34,2.3219,2.1822,2.1223,0,498.96,1.0742,1.1181,0.9755,0,246.7,3.4537,3.3352,3.2692,0,461.23,-19.9482,-20.4518,-20.4853,0,2000.0,1923.23,0.0,2000.0,1923.23,3923.23
5715,2.3938,2.2963,2.2006,0,482.93,2.425,2.1834,2.1223,0,756.76,1.0903,1.1202,0.9755,0,287.08,3.3183,3.3407,3.2692,0,122.77,-20.3149,-20.4476,-20.4853,0,2000.0,1649.54,0.0,2000.0,1649.54,3649.54
5716,2.3412,2.2897,2.2006,0,351.37,2.3509,2.1868,2.1223,0,571.56,1.1132,1.1274,0.9755,0,344.26,3.1944,3.3456,3.2692,0,0.0,-20.51,-20.443,-20.4853,0,2000.0,1267.19,0.0,2000.0,1267.19,3267.19
5717,2.318,2.2973,2.2006,0,293.5,2.1964,2.1931,2.1223,0,185.11,1.1506,1.1226,0.9755,0,437.65,3.1316,3.34,3.2692,0,0.0,-20.8276,-20.4482,-20.4853,0,2000.0,916.26,0.0,2000.0,916.26,2916.26
5718,2.299,2.2958,2.2006,0,245.95,2.1709,2.1906,2.1223,0,121.44,1.1369,1.1288,0.9755,0,403.44,3.0818,3.3238,3.2692,0,0.0,-21.1569,-20.4662,-20.4853,0,0.0,770.84,0.0,0.0,770.84,770.84
5719,2.243,2.2915,2.2006,0,105.8,2.1327,2.1817,2.1223,0,25.89,1.1412,1.1299,0.9755,0,414.15,3.204,3.3212,3.2692,0,0.0,-20.9498,-20.4843,-20.4853,0,0.0,545.84,0.0,0.0,545.84,545.84
5720,2.2229,2.2939,2.2006,0,55.68,2.1871,2.1839,2.1223,0,161.93,1.1425,1.1356,0.9755,0,417.56,3.2185,3.3215,3.2692,0,0.0,-20.7334,-20.4946,-20.4853,0,0.0,635.17,0.0,0.0,635.17,635.17
5721,2.2084,2.2977,2.2006,0,19.41,2.1736,2.184,2.1223,0,128.1,1.1351,1.1383,0.9755,0,399.01,3.2165,3.3168,3.2692,0,0.0,-20.6127,-20.4989,-20.4853,0,0.0,546.52,0.0,0.0,546.52,546.52
5722,2.2551,2.2951,2.2006,0,136.25,2.2058,2.1776,2.1223,0,208.72,1.1175,1.1511,0.9755,0,354.87,3.2798,3.322,3.2692,0,26.57,-20.6174,-20.4903,-20.4853,0,0.0,726.41,0.0,0.0,726.41,726.41
5723,2.3028,2.2955,2.2006,0,255.46,2.226,2.1746,2.1223,0,259.29,1.1572,1.1478,0.9755,0,454.17,3.4389,3.3161,3.2692,0,424.18,-20.5109,-20.4957,-20.4853,0,0.0,1393.1,0.0,0.0,1393.1,1393.1
5724,2.3466,2.2954,2.2006,0,364.95,2.1752,2.1812,2.1223,0,132.24,1.1188,1.1443,0.9755,0,358.16,3.4067,3.3099,3.2692,0,343.87,-20.4639,-20.4935,-20.4853,0,0.0,1199.21,0.0,0.0,1199.21,1199.21
5725,2.3164,2.299,2.2006,0,289.44,2.1139,2.1833,2.1223,0,0.0,1.0541,1.1482,0.9755,0,196.54,3.4217,3.3168,3.2692,0,381.17,-20.3758,-20.4863,-20.4853,0,0.0,867.15,0.0,0.0,867.15,867.15
5726,2.3424,2.2892,2.2006,0,354.47,2.1429,2.1818,2.1223,0,51.32,1.0854,1.1456,0.9755,0,274.69,3.4234,3.3134,3.2692,0,385.55,-20.2502,-20.4795,-20.4853,0,0.0,1066.04,0.0,0.0,1066.04,1066.04
5727,2.2882,2.2845,2.2006,0,219.01,2.0892,2.1782,2.1223,0,0.0,1.0514,1.146,0.9755,0,189.81,3.4426,3.3193,3.2692,0,433.51,-20.2566,-20.4691,-20.4853,0,0.0,842.33,0.0,0.0,842.33,842.33
5728,2.3061,2.2875,2.2006,0,263.72,2.1458,2.1734,2.1223,0,58.67,1.0234,1.1441,0.9755,0,119.75,3.4434,3.3198,3.2692,0,435.45,-20.1998,-20.4574,-20.4853,0,0.0,877.58,0.0,0.0,877.58,877.58
5729,2.1941,2.2882,2.2006,0,0.0,2.1934,2.1729,2.1223,0,177.61,1.0439,1.1475,0.9755,0,171.05,3.3732,3.3245,3.2692,0,259.94,-20.1336,-20.4478,-20.4853,0,0.0,608.61,0.0,0.0,608.61,608.61
5730,2.088,2.2839,2.2006,0,0.0,2.2643,2.1661,2.1223,0,354.96,1.1037,1.1455,0.9755,0,320.37,3.3039,3.3319,3.2692,0,86.77,-20.0423,-20.4415,-20.4853,0,0.0,762.1,0.0,0.0,762.1,762.1
5731,2.1905,2.2746,2.2006,0,0.0,2.1973,2.1673,2.1223,0,187.46,1.0207,1.1464,0.9755,0,113.09,3.2638,3.3347,3.2692,0,0.0,-19.9403,-20.4367,-20.4853,0,2000.0,300.55,0.0,2000.0,300.55,2300.55
5732,2.2196,2.2747,2.2006,0,47.31,2.251,2.1703,2.1223,0,321.58,1.0387,1.1479,0.9755,0,157.97,3.2556,3.3297,3.2692,0,0.0,-20.3728,-20.4211,-20.4853,0,2000.0,526.85,0.0,2000.0,526.85,2526.85
5733,2.2734,2.2742,2.2006,0,181.92,2.2654,2.1637,2.1223,0,357.73,0.9759,1.142,0.9755,0,0.89,3.2317,3.328,3.2692,0,0.0,-20.6633,-20.4211,-20.4853,0,2000.0,540.54,0.0,2000.0,540.54,2540.54
5734,2.3427,2.2792,2.2006,0,355.07,2.2276,2.1675,2.1223,0,263.25,0.963,1.1378,0.9755,0,0.0,3.3436,3.3188,3.2692,0,186.01,-21.0345,-20.4339,-20.4853,0,0.0,804.34,0.0,0.0,804.34,804.34
5735,2.2593,2.2803,2.2006,0,146.75,2.2729,2.172,2.1223,0,376.33,1.0423,1.1392,0.9755,0,167.03,3.3322,3.3176,3.2692,0,157.41,-20.8412,-20.4509,-20.4853,0,0.0,847.52,0.0,0.0,847.52,847.52
5736,2.1886,2.2847,2.2006,0,0.0,2.2971,2.1706,2.1223,0,436.83,1.0271,1.1369,0.9755,0,128.86,3.3504,3.3151,3.2692,0,202.91,-20.6878,-20.4607,-20.4853,0,0.0,768.61,0.0,0.0,768.61,768.61
5737,2.188,2.2871,2.2006,0,0.0,2.1755,2.173,2.1223,0,132.97,1.049,1.1271,0.9755,0,183.62,3.3957,3.3177,3.2692,0,316.16,-20.5191,-20.4703,-20.4853,0,0.0,632.75,0.0,0.0,632.75,632.75
5738,2.2197,2.2886,2.2006,0,47.63,2.1297,2.1742,2.1223,0,18.46,0.9362,1.1272,0.9755,0,0.0,3.3566,3.3153,3.2692,0,218.59,-20.4187,-20.469,-20.4853,0,0.0,284.68,0.0,0.0,284.68,284.68
5739,2.2508,2.2849,2.2006,0,125.5,2.0966,2.1825,2.1223,0,0.0,0.9799,1.121,0.9755,0,11.01,3.3842,3.3206,3.2692,0,287.63,-20.3466,-20.4594,-20.4853,0,0.0,424.13,0.0,0.0,424.13,424.13
5740,2.3619,2.2794,2.2006,0,403.12,2.2171,2.1743,2.1223,0,236.91,1.0341,1.1206,0.9755,0,146.52,3.3449,3.3265,3.2692,0,189.33,-20.2222,-20.4486,-20.4853,0,0.0,975.88,0.0,0.0,975.88,975.88
5741,2.2613,2.2828,2.2006,0,151.64,2.1762,2.1695,2.1223,0,134.68,1.147,1.1144,0.9755,0,428.6,3.3101,3.3229,3.2692,0,102.33,-20.0322,-20.4331,-20.4853,0,0.0,817.24,0.0,0.0,817.24,817.24
5742,2.3212,2.2843,2.2006,0,301.45,2.1808,2.1677,2.1223,0,146.26,1.0551,1.1209,0.9755,0,198.98,3.2095,3.3271,3.2692,0,0.0,-19.8857,-20.4157,-20.4853,0,2000.0,646.69,0.0,2000.0,646.69,2646.69
5743,2.315,2.2804,2.2006,0,285.91,2.148,2.1724,2.1223,0,64.26,1.0944,1.1199,0.9755,0,297.25,3.2254,3.3237,3.2692,0,0.0,-20.2493,-20.4064,-20.4853,0,2000.0,647.41,0.0,2000.0,647.41,2647.41
5744,2.2833,2.2812,2.2006,0,206.64,2.123,2.1624,2.1223,0,1.77,1.1783,1.1136,0.9755,0,506.85,3.1509,3.3269,3.2692,0,0.0,-20.5334,-20.4054,-20.4853,0,2000.0,715.26,0.0,2000.0,715.26,2715.26
5745,2.1738,2.2777,2.2006,0,0.0,2.1145,2.1571,2.1223,0,0.0,1.1362,1.1152,0.9755,0,401.8,3.1897,3.3252,3.2692,0,0.0,-20.8631,-20.4202,-20.4853,0,2000.0,401.8,0.0,2000.0,401.8,2401.8
5746,2.2231,2.2736,2.2006,0,56.18,2.1512,2.1545,2.1223,0,72.24,1.0798,1.116,0.9755,0,260.82,3.2345,3.3254,3.2692,0,0.0,-21.0746,-20.4433,-20.4853,0,0.0,389.24,0.0,0.0,389.24,389.24
5747,2.2212,2.2689,2.2006,0,51.52,2.1271,2.1587,2.1223,0,11.9,1.0398,1.1092,0.9755,0,160.81,3.1925,3.3311,3.2692,0,0.0,-20.8304,-20.4641,-20.4853,0,0.0,224.22,0.0,0.0,224.22,224.22
5748,2.23,2.2726,2.2006,0,73.38,2.005,2.1578,2.1223,0,0.0,1.0225,1.1099,0.9755,0,117.36,3.157,3.3385,3.2692,0,0.0,-20.6493,-20.4775,-20.4853,0,0.0,190.74,0.0,0.0,190.74,190.74
5749,2.2007,2.2756,2.2006,0,0.18,1.9133,2.1476,2.1223,0,0.0,1.039,1.1143,0.9755,0,158.78,3.1355,3.3366,3.2692,0,0.0,-20.4854,-20.4796,-20.4853,0,0.0,158.97,0.0,0.0,158.97,158.97
5750,2.2551,2.2731,2.2006,0,136.03,1.9577,2.1354,2.1223,0,0.0,1.189,1.1221,0.9755,0,533.62,3.2069,3.3344,3.2692,0,0.0,-20.3634,-20.4745,-20.4853,0,0.0,669.65,0.0,0.0,669.65,669.65
5751,2.3146,2.2695,2.2006,0,284.86,2.0058,2.1369,2.1223,0,0.0,1.127,1.1368,0.9755,0,378.83,3.1889,3.3303,3.2692,0,0.0,-20.3273,-20.4621,-20.4853,0,0.0,663.7,0.0,0.0,663.7,663.7
5752,2.2887,2.2664,2.2006,0,220.08,1.9595,2.1347,2.1223,0,0.0,1.1032,1.1319,0.9755,0,319.16,3.2478,3.3336,3.2692,0,0.0,-20.2377,-20.454,-20.4853,0,0.0,539.25,0.0,0.0,539.25,539.25
5753,2.3219,2.2734,2.2006,0,303.21,1.9324,2.1149,2.1223,0,0.0,1.1192,1.1294,0.9755,0,359.25,3.2778,3.3286,3.2692,0,21.52,-20.166,-20.4413,-20.4853,0,0.0,683.98,0.0,0.0,683.98,683.98
5754,2.246,2.2677,2.2006,0,113.32,1.9807,2.109,2.1223,0,0.0,1.1054,1.1329,0.9755,0,324.61,3.24,3.322,3.2692,0,0.0,-20.1902,-20.4188,-20.4853,0,0.0,437.94,0.0,0.0,437.94,437.94
5755,2.2616,2.2689,2.2006,0,152.42,2.0348,2.1009,2.1223,0,0.0,1.2037,1.1266,0.9755,0,570.36,3.2397,3.3119,3.2692,0,0.0,-20.099,-20.4089,-20.4853,0,0.0,722.78,0.0,0.0,722.78,722.78
5756,2.3443,2.2618,2.2006,0,359.18,2.0619,2.0956,2.1223,0,0.0,1.17,1.133,0.9755,0,486.33,3.2642,3.3138,3.2692,0,0.0,-20.0103,-20.402,-20.4853,0,0.0,845.51,0.0,0.0,845.51,845.51
5757,2.2724,2.272,2.2006,0,179.4,2.0021,2.1011,2.1223,0,0.0,1.1673,1.1256,0.9755,0,479.59,3.3009,3.3109,3.2692,0,79.19,-19.9239,-20.393,-20.4853,0,2000.0,738.18,0.0,2000.0,738.18,2738.18
5758,2.3361,2.2765,2.2006,0,338.74,1.9426,2.1014,2.1223,0,0.0,1.1923,1.137,0.9755,0,541.99,3.3994,3.3048,3.2692,0,325.47,-20.3248,-20.3808,-20.4853,0,2000.0,1206.2,0.0,2000.0,1206.2,3206.2
5759,2.407,2.2705,2.2006,0,515.96,1.9732,2.1005,2.1223,0,0.0,1.1443,1.1448,0.9755,0,421.99,3.2858,3.3145,3.2692,0,41.43,-20.7002,-20.386,-20.4853,0,2000.0,979.38,0.0,2000.0,979.38,2979.38
5760,2.434,2.2724,2.2006,0,583.31,2.0618,2.0971,2.1223,0,0.0,1.1159,1.1447,0.9755,0,350.93,3.2917,3.3229,3.2692,0,56.23,-20.9498,-20.4033,-20.4853,0,2000.0,990.47,0.0,2000.0,990.47,2990.47
5761,2.3178,2.2804,2.2006,0,292.99,2.0094,2.1045,2.1223,0,0.0,1.006,1.1462,0.9755,0,76.29,3.3802,3.3208,3.2692,0,277.43,-21.2011,-20.4321,-20.4853,0,0.0,646.7,0.0,0.0,646.7,646.7
5762,2.2356,2.2874,2.2006,0,87.33,2.0953,2.1025,2.1223,0,0.0,1.1445,1.145,0.9755,0,422.53,3.4461,3.3266,3.2692,0,442.23,-21.0692,-20.4547,-20.4853,0,0.0,952.09,0.0,0.0,952.09,952.09
5763,2.3079,2.2877,2.2006,0,268.2,2.1343,2.0945,2.1223,0,29.98,1.092,1.1399,0.9755,0,291.29,3.3576,3.336,3.2692,0,220.9,-20.898,-20.4724,-20.4853,0,0.0,810.38,0.0,0.0,810.38,810.38
5764,2.3165,2.2882,2.2006,0,289.71,2.1571,2.0884,2.1223,0,86.93,1.065,1.1442,0.9755,0,223.62,3.3009,3.3433,3.2692,0,79.35,-20.7331,-20.483,-20.4853,0,0.0,679.62,0.0,0.0,679.62,679.62
5765,2.3037,2.2869,2.2006,0,257.65,2.2552,2.0918,2.1223,0,332.27,1.1677,1.1416,0.9755,0,480.54,3.2349,3.341,3.2692,0,0.0,-20.6677,-20.494,-20.4853,0,0.0,1070.46,0.0,0.0,1070.46,1070.46
5766,2.3284,2.2921,2.2006,0,319.47,2.1964,2.0925,2.1223,0,185.14,1.1786,1.1456,0.9755,0,507.79,3.3107,3.3343,3.2692,0,103.67,-20.5579,-20.4994,-20.4853,0,0.0,1116.07,0.0,0.0,1116.07,1116.07
5767,2.3011,2.2896,2.2006,0,251.03,2.1301,2.0953,2.1223,0,19.56,1.1079,1.1606,0.9755,0,330.87,3.308,3.3347,3.2692,0,96.91,-20.4703,-20.4995,-20.4853,0,0.0,698.36,0.0,0.0,698.36,698.36
5768,2.2862,2.2911,2.2006,0,213.96,2.09,2.1021,2.1223,0,0.0,1.1143,1.1635,0.9755,0,346.92,3.284,3.3338,3.2692,0,37.0,-20.3678,-20.4996,-20.4853,0,0.0,597.88,0.0,0.0,597.88,597.88
5769,2.3481,2.2886,2.2006,0,368.55,2.0757,2.104,2.1223,0,0.0,1.0281,1.1646,0.9755,0,131.46,3.3747,3.3351,3.2692,0,263.64,-20.2263,-20.4923,-20.4853,0,0.0,763.65,0.0,0.0,763.65,763.65
5770,2.3266,2.2873,2.2006,0,314.82,2.1187,2.1048,2.1223,0,0.0,1.028,1.1582,0.9755,0,131.17,3.5503,3.3299,3.2692,0,702.79,-20.0344,-20.4788,-20.4853,0,0.0,1148.77,0.0,0.0,1148.77,1148.77
5771,2.3072,2.2805,2.2006,0,266.3,2.1199,2.0972,2.1223,0,0.0,0.9534,1.1532,0.9755,0,0.0,3.47,3.3333,3.2692,0,501.93,-19.9902,-20.4591,-20.4853,0,0.0,768.24,0.0,0.0,768.24,768.24
5772,2.2683,2.2837,2.2006,0,169.05,2.1042,2.1005,2.1223,0,0.0,0.9136,1.1443,0.9755,0,0.0,3.437,3.3391,3.2692,0,419.62,-19.9086,-20.4378,-20.4853,0,2000.0,588.68,0.0,2000.0,588.68,2588.68
5773,2.1991,2.2899,2.2006,0,0.0,2.0403,2.1068,2.1223,0,0.0,0.8947,1.1449,0.9755,0,0.0,3.3321,3.3316,3.2692,0,157.38,-20.2179,-20.4287,-20.4853,0,2000.0,157.38,0.0,2000.0,157.38,2157.38
5774,2.2157,2.2945,2.2006,0,37.67,2.1268,2.0949,2.1223,0,11.27,0.9469,1.1425,0.9755,0,0.0,3.2898,3.332,3.2692,0,51.44,-20.5049,-20.4351,-20.4853,0,2000.0,100.38,0.0,2000.0,100.38,2100.38
5775,2.2773,2.2914,2.2006,0,191.58,2.1031,2.1003,2.1223,0,0.0,0.9538,1.1425,0.9755,0,0.0,3.2822,3.3273,3.2692,0,32.43,-20.7556,-20.45,-20.4853,0,2000.0,224.02,0.0,2000.0,224.02,2224.02
5776,2.3304,2.2956,2.2006,0,324.29,2.1188,2.097,2.1223,0,0.0,1.0376,1.1338,0.9755,0,155.19,3.2908,3.3195,3.2692,0,53.97,-21.0974,-20.4692,-20.4853,0,0.0,533.45,0.0,0.0,533.45,533.45
5777,2.347,2.2947,2.2006,0,365.9,2.0366,2.1039,2.1223,0,0.0,1.007,1.1307,0.9755,0,78.73,3.1994,3.321,3.2692,0,0.0,-20.9242,-20.4884,-20.4853,0,0.0,444.63,0.0,0.0,444.63,444.63
5778,2.3506,2.2955,2.2006,0,374.86,2.1704,2.0986,2.1223,0,120.16,1.0048,1.1349,0.9755,0,73.1,3.238,3.3178,3.2692,0,0.0,-20.7281,-20.4975,-20.4853,0,0.0,568.12,0.0,0.0,568.12,568.12
5779,2.3836,2.302,2.2006,0,457.34,2.1553,2.0998,2.1223,0,82.45,1.0966,1.1306,0.9755,0,302.67,3.3333,3.3021,3.2692,0,160.31,-20.5846,-20.5062,-20.4853,0,0.0,1002.78,0.0,0.0,1002.78,1002.78
5780,2.4286,2.2952,2.2006,0,569.78,2.1071,2.1042,2.1223,0,0.0,1.025,1.131,0.9755,0,123.65,3.3148,3.301,3.2692,0,113.89,-20.4688,-20.5098,-20.4853,0,0.0,807.32,0.0,0.0,807.32,807.32
